Generator,name,carrier,bus,p_nom_min,p_nom,p_nom_extendable,efficiency,marginal_cost,capital_cost,build_year,lifetime,source,p_nom_max,p_max_pu,min_up_time,min_down_time,up_time_before,down_time_before,weight,control,type,p_min_pu,p_set,q_set,sign,committable,start_up_cost,shut_down_cost,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,p_nom_opt,country,bidding_zone,in_synchronous_network,p_set_before_scaling
6992 onwind,,onwind,6992,73.9924348455743,65.8532670125612,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,20826.7891360999,1.0,0.0,0.0,1.0,0.0,5082.39191897352,PQ,wind-onshore,0.0,1.48749498143257,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,65.8532670125612
6993 onwind,,onwind,6993,49.338420599852,43.9111943338683,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,13887.3775986139,1.0,0.0,0.0,1.0,0.0,3100.93844202927,PQ,wind-onshore,0.0,0.991866981905096,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,43.9111943338683
6994 onwind,,onwind,6994,31.4731956217401,28.0111441033487,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,8858.81928363669,1.0,0.0,0.0,1.0,0.0,2006.80072000731,PQ,wind-onshore,0.0,0.63271631261617,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,28.0111441033487
6995 onwind,,onwind,6995,118.491845243963,105.457742267127,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,33352.1214755782,1.0,0.0,0.0,1.0,0.0,7290.11747175527,PQ,wind-onshore,0.0,2.38208170212177,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,105.457742267127
7018 onwind,,onwind,7018,12.3392491835305,10.9819317733421,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,3473.15156447449,1.0,0.0,0.0,1.0,0.0,970.314055636306,PQ,wind-onshore,0.0,0.248060106056172,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,10.9819317733421
7054 onwind,,onwind,7054,25.3552693277476,22.5661897016953,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,7136.79511804315,1.0,0.0,0.0,1.0,0.0,1540.30310831051,PQ,wind-onshore,0.0,0.509725567980165,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,22.5661897016953
7055 onwind,,onwind,7055,46.7297635549726,41.5894895639256,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,13153.1140172695,1.0,0.0,0.0,1.0,0.0,2809.52370372456,PQ,wind-onshore,0.0,0.939424265691805,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,41.5894895639256
6356 onwind,,onwind,6356,28.4526219934685,60.3195586261532,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,5540.10798519571,1.0,0.0,0.0,1.0,0.0,1965.62096757743,PQ,wind-onshore,0.0,10.7139163185616,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,1.0,60.3195586261532
6362 onwind,,onwind,6362,76.6856340064109,162.573544093591,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,14931.7238111215,1.0,0.0,0.0,1.0,0.0,4951.95266310251,PQ,wind-onshore,0.0,28.876195162932,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,1.0,162.573544093591
6365 onwind,,onwind,6365,73.1044747549894,154.981486480577,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,14234.4239640419,1.0,0.0,0.0,1.0,0.0,3709.70257454126,PQ,wind-onshore,0.0,27.5276993880266,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,1.0,154.981486480577
6372 onwind,,onwind,6372,70.3811027564675,149.207937843711,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,13704.1468261693,1.0,0.0,0.0,1.0,0.0,2552.78479623799,PQ,wind-onshore,0.0,26.5022058604644,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,1.0,149.207937843711
6626 onwind,,onwind,6626,98.5593620013398,38.4381511805225,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,19190.8326960082,1.0,0.0,0.0,1.0,0.0,3449.20757697122,PQ,wind-onshore,0.0,27.479952150705,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,1.0,38.4381511805225
6629 onwind,,onwind,6629,23.3601157635083,9.11044514776824,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,4548.52856465099,1.0,0.0,0.0,1.0,0.0,1322.9210409012,PQ,wind-onshore,0.0,6.51317997987254,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,1.0,9.11044514776824
6647 onwind,,onwind,6647,80.6291260523819,168.514873449478,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,15699.5747240692,1.0,0.0,0.0,1.0,0.0,1617.47914940436,PQ,wind-onshore,0.0,17.1348201062498,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,1.0,168.514873449478
6674 onwind,,onwind,6674,24.8592569709558,52.7016247784263,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,4840.4315104049,1.0,0.0,0.0,1.0,0.0,409.415515512096,PQ,wind-onshore,0.0,9.36082442558651,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,1.0,52.7016247784263
6688 onwind,,onwind,6688,2.67733962385679,5.6759600025764,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,521.314015721112,1.0,0.0,0.0,1.0,0.0,131.298512503642,PQ,wind-onshore,0.0,1.00815990501528,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,1.0,5.6759600025764
6689 onwind,,onwind,6689,10.1375706763144,21.4916498337866,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1973.92128807068,1.0,0.0,0.0,1.0,0.0,757.127256828733,PQ,wind-onshore,0.0,3.81733127879989,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,1.0,21.4916498337866
6694 onwind,,onwind,6694,128.255442808721,271.901538754489,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,24973.0588278479,1.0,0.0,0.0,1.0,0.0,4787.6085736293,PQ,wind-onshore,0.0,48.2949543971077,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,1.0,271.901538754489
6718 onwind,,onwind,6718,124.397136038581,48.5148830550465,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,24221.7946332335,1.0,0.0,0.0,1.0,0.0,2205.97090884443,PQ,wind-onshore,0.0,34.6839435301789,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,1.0,48.5148830550465
6719 onwind,,onwind,6719,30.0402686177147,11.7157047609087,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,5849.24412536143,1.0,0.0,0.0,1.0,0.0,435.936701721235,PQ,wind-onshore,0.0,8.37571517759928,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,1.0,11.7157047609087
6720 onwind,,onwind,6720,24.868731298318,9.69880520634403,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,4842.27628930386,1.0,0.0,0.0,1.0,0.0,435.390640854099,PQ,wind-onshore,0.0,6.93380651263985,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,1.0,9.69880520634403
6721 onwind,,onwind,6721,121.3389699698,47.322198288222,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,23626.3285893099,1.0,0.0,0.0,1.0,0.0,3164.20535818697,PQ,wind-onshore,0.0,33.8312771215038,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,1.0,47.322198288222
6726 onwind,,onwind,6726,35.8128593161578,75.9232617502545,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,6973.2451341631,1.0,0.0,0.0,1.0,0.0,720.903524655334,PQ,wind-onshore,0.0,13.4854347669545,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,1.0,75.9232617502545
6728 onwind,,onwind,6728,29.3391092105768,62.1989115264229,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,5712.71896324206,1.0,0.0,0.0,1.0,0.0,970.737257116331,PQ,wind-onshore,0.0,11.047725619643,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,1.0,62.1989115264229
6729 onwind,,onwind,6729,6.89535302703941,14.6181484173235,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1342.61792725513,1.0,0.0,0.0,1.0,0.0,420.532625923492,PQ,wind-onshore,0.0,2.5964649351332,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,1.0,14.6181484173235
6731 onwind,,onwind,6731,38.6183691401151,15.0611639646449,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,7519.51561081088,1.0,0.0,0.0,1.0,0.0,419.568170937222,PQ,wind-onshore,0.0,10.7674290352468,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,1.0,15.0611639646449
6732 onwind,,onwind,6732,36.0602375484733,14.0634926439046,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,7021.41300145243,1.0,0.0,0.0,1.0,0.0,593.107087106345,PQ,wind-onshore,0.0,10.0541803665656,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,1.0,14.0634926439046
6733 onwind,,onwind,6733,12.0988214509033,4.71854036585229,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,2355.80317859611,1.0,0.0,0.0,1.0,0.0,251.613555336561,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,1.0,0.0
6735 onwind,,onwind,6735,18.8447453275209,7.34945067773313,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,3669.32524151707,1.0,0.0,0.0,1.0,0.0,590.49307417222,PQ,wind-onshore,0.0,5.25422130761616,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,1.0,7.34945067773313
6737 onwind,,onwind,6737,8.94457291578513,3.4883834371562,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1741.6285868586,1.0,0.0,0.0,1.0,0.0,363.364719040962,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,1.0,0.0
6738 onwind,,onwind,6738,12.7061648739958,26.9370695328712,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,2474.06110747181,1.0,0.0,0.0,1.0,0.0,606.031533410044,PQ,wind-onshore,0.0,4.78454278207079,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,1.0,26.9370695328712
6739 onwind,,onwind,6739,8.64117769454133,3.37005930087112,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1682.55345879944,1.0,0.0,0.0,1.0,0.0,425.465418150473,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,1.0,0.0
6741 onwind,,onwind,6741,21.9007849126053,8.54130611591607,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,4264.37723047918,1.0,0.0,0.0,1.0,0.0,1159.8249735981,PQ,wind-onshore,0.0,6.10629481807212,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,1.0,8.54130611591607
6749 onwind,,onwind,6749,1.94055038794078,4.11396682243445,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,377.851246973769,1.0,0.0,0.0,1.0,0.0,84.7692985305421,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,1.0,0.0
6752 onwind,,onwind,6752,9.65810454554079,20.4751816365465,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1880.56278703904,1.0,0.0,0.0,1.0,0.0,558.898826287161,PQ,wind-onshore,0.0,3.63678693375244,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,1.0,20.4751816365465
6754 onwind,,onwind,6754,0.814827219852611,1.72743370608754,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,158.65781326925,1.0,0.0,0.0,1.0,0.0,39.8416492054255,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,1.0,0.0
6812 onwind,,onwind,6812,31.5472656092639,65.9337851233615,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,6142.67669788372,1.0,0.0,0.0,1.0,0.0,1486.47897668173,PQ,wind-onshore,0.0,6.70423639104854,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,1.0,65.9337851233615
6813 onwind,,onwind,6813,24.2597927405084,50.7029668276626,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,4723.70776625565,1.0,0.0,0.0,1.0,0.0,1045.92135420033,PQ,wind-onshore,0.0,5.15554619993599,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,1.0,50.7029668276626
6855 onwind,,onwind,6855,3.60719783067684,7.53904346611459,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,702.369908492121,1.0,0.0,0.0,1.0,0.0,207.594346596141,PQ,wind-onshore,0.0,0.766580129817447,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,1.0,7.53904346611459
6856 onwind,,onwind,6856,43.9273862049977,91.8082371684452,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,8553.25260142806,1.0,0.0,0.0,1.0,0.0,524.002041619272,PQ,wind-onshore,0.0,9.33518564831524,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,1.0,91.8082371684452
6857 onwind,,onwind,6857,38.4735746931281,80.4097711086377,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,7491.32218553889,1.0,0.0,0.0,1.0,0.0,984.810649094962,PQ,wind-onshore,0.0,8.17617421256472,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,1.0,80.4097711086377
6858 onwind,,onwind,6858,31.0671882176486,64.9304233748855,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,6049.19917614915,1.0,0.0,0.0,1.0,0.0,602.825560761712,PQ,wind-onshore,0.0,6.60221321226495,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,1.0,64.9304233748855
6859 onwind,,onwind,6859,106.447464754087,222.475201336042,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,20726.7523402003,1.0,0.0,0.0,1.0,0.0,1893.48984302155,PQ,wind-onshore,0.0,22.621579181482,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,1.0,222.475201336042
6865 onwind,,onwind,6865,81.2212632692547,169.752440232742,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,15814.8718001798,1.0,0.0,0.0,1.0,0.0,2972.70572217711,PQ,wind-onshore,0.0,17.260657569535,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,1.0,169.752440232742
6867 onwind,,onwind,6867,29.8246750344196,62.333570821937,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,5807.26515651125,1.0,0.0,0.0,1.0,0.0,1728.5319752156,PQ,wind-onshore,0.0,6.3381617346334,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,1.0,62.333570821937
6868 onwind,,onwind,6868,53.8202799262083,112.484385045775,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,10479.5319971953,1.0,0.0,0.0,1.0,0.0,2054.09658928305,PQ,wind-onshore,0.0,11.4375643114929,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,1.0,112.484385045775
6870 onwind,,onwind,6870,34.1402742525111,71.3531731877483,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,6647.57033803517,1.0,0.0,0.0,1.0,0.0,1356.2210129093,PQ,wind-onshore,0.0,7.25528709457628,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,1.0,71.3531731877483
6874 onwind,,onwind,6874,169.550087579315,354.359683040767,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,33013.681280566,1.0,0.0,0.0,1.0,0.0,2225.92627380249,PQ,wind-onshore,0.0,36.0317715434872,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,1.0,354.359683040767
6938 onwind,,onwind,6938,70.3855593730994,147.105819089778,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,13705.0145893369,1.0,0.0,0.0,1.0,0.0,3201.47653256714,PQ,wind-onshore,0.0,14.9579185213083,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,1.0,147.105819089778
6940 onwind,,onwind,6940,146.388993619909,64.41115719276,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,28503.9049365853,1.0,0.0,0.0,1.0,0.0,5886.82881768241,PQ,wind-onshore,0.0,11.9396967895291,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_4,1.0,64.41115719276
6996 onwind,,onwind,6996,46.5960843959958,20.5022771342382,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,9072.88401400649,1.0,0.0,0.0,1.0,0.0,1033.48694567302,PQ,wind-onshore,0.0,3.80044363657565,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_4,1.0,20.5022771342382
6997 onwind,,onwind,6997,65.1778331090783,28.6782465679944,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,12691.00027928,1.0,0.0,0.0,1.0,0.0,1870.01186876095,PQ,wind-onshore,0.0,5.31599777741136,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_4,1.0,28.6782465679944
7020 onwind,,onwind,7020,60.9274965269044,26.8080984718379,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,11863.4026102822,1.0,0.0,0.0,1.0,0.0,1218.07084920209,PQ,wind-onshore,0.0,4.96933421487357,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_4,1.0,26.8080984718379
7061 onwind,,onwind,7061,111.33499360293,232.690136630123,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,21678.4199091703,1.0,0.0,0.0,1.0,0.0,4616.40937362668,PQ,wind-onshore,0.0,23.6602476092487,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,1.0,232.690136630123
5671 onwind,,onwind,5671,67.09,101.9768,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1109.44017146552,1.0,0.0,0.0,1.0,0.0,447.815156230868,PQ,wind-onshore,0.0,11.8237946551246,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,1.0,101.9768
5672 onwind,,onwind,5672,16.1,24.472,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,975.929542598417,1.0,0.0,0.0,1.0,0.0,428.650372692101,PQ,wind-onshore,0.0,2.83742873673434,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,1.0,24.472
5673 onwind,,onwind,5673,43.94,66.7888,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1365.25918927981,1.0,0.0,0.0,1.0,0.0,615.570233955004,PQ,wind-onshore,0.0,7.74388935975818,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,1.0,66.7888
6305 onwind,,onwind,6305,566.67,408.0024,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,13650.6093273605,1.0,0.0,0.0,1.0,0.0,4400.39078982276,PQ,wind-onshore,0.0,32.0214615362978,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,408.0024
6306 onwind,,onwind,6306,243.61,175.3992,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,9629.11868604555,1.0,0.0,0.0,1.0,0.0,3284.10508907313,PQ,wind-onshore,0.0,13.7659453383054,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,175.3992
6307 onwind,,onwind,6307,26.6,19.152,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,2149.82250372536,1.0,0.0,0.0,1.0,0.0,697.948373929726,PQ,wind-onshore,0.0,1.5031162349613,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,19.152
6308 onwind,,onwind,6308,15.7,11.304,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,915.897597231899,1.0,0.0,0.0,1.0,0.0,364.727638761933,PQ,wind-onshore,0.0,0.887177627401972,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,11.304
6309 onwind,,onwind,6309,3.34,2.4048,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,3471.76802434653,1.0,0.0,0.0,1.0,0.0,1068.00759382964,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,0.0
6311 onwind,,onwind,6311,48.4,34.848,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1413.78453663853,1.0,0.0,0.0,1.0,0.0,517.92335715887,PQ,wind-onshore,0.0,2.73499345007996,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,34.848
6313 onwind,,onwind,6313,1.23,0.8856,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,2935.82744627341,1.0,0.0,0.0,1.0,0.0,907.992398308439,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,0.0
6314 onwind,,onwind,6314,224.84,161.8848,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,7858.9793868247,1.0,0.0,0.0,1.0,0.0,2600.18257265921,PQ,wind-onshore,0.0,12.7052877544624,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,161.8848
6315 onwind,,onwind,6315,299.49,215.6328,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,8851.60807454218,1.0,0.0,0.0,1.0,0.0,2934.34321908867,PQ,wind-onshore,0.0,16.9236195943068,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,215.6328
6316 onwind,,onwind,6316,148.39,106.8408,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,16129.5834617714,1.0,0.0,0.0,1.0,0.0,4887.42518895952,PQ,wind-onshore,0.0,8.38524128217698,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,106.8408
6335 onwind,,onwind,6335,257.31,391.1112,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,8431.80587158822,1.0,0.0,0.0,1.0,0.0,3244.90440143264,PQ,wind-onshore,0.0,45.3477508229262,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,1.0,391.1112
6337 onwind,,onwind,6337,66.6,101.232,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,648.086804338527,1.0,0.0,0.0,1.0,0.0,264.40853083391,PQ,wind-onshore,0.0,11.7374381283545,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,1.0,101.232
6338 onwind,,onwind,6338,257.92,392.0384,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,13358.3955157044,1.0,0.0,0.0,1.0,0.0,5574.03268711433,PQ,wind-onshore,0.0,45.4552558868646,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,1.0,392.0384
6340 onwind,,onwind,6340,380.07,273.6504,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,10373.8468627906,1.0,0.0,0.0,1.0,0.0,3422.86433539565,PQ,wind-onshore,0.0,21.4770446399151,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,273.6504
6341 onwind,,onwind,6341,179.14,128.9808,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,13947.8829146605,1.0,0.0,0.0,1.0,0.0,4175.46200319186,PQ,wind-onshore,0.0,10.1228662530439,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,128.9808
6342 onwind,,onwind,6342,156.5,112.68,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,7513.44745524565,1.0,0.0,0.0,1.0,0.0,2243.11726030231,PQ,wind-onshore,0.0,8.84352220945278,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,112.68
6343 onwind,,onwind,6343,212.06,152.6832,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,10891.3876291424,1.0,0.0,0.0,1.0,0.0,3297.82627234764,PQ,wind-onshore,0.0,11.9831138641314,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,152.6832
6345 onwind,,onwind,6345,1.48,1.0656,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,5729.06675336197,1.0,0.0,0.0,1.0,0.0,1520.97713319685,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,0.0
6346 onwind,,onwind,6346,25.84,18.6048,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,17032.3446164389,1.0,0.0,0.0,1.0,0.0,4836.73210494258,PQ,wind-onshore,0.0,1.46017005681955,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,18.6048
6349 onwind,,onwind,6349,165.55,251.636,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,14843.3818819947,1.0,0.0,0.0,1.0,0.0,4530.76184435694,PQ,wind-onshore,0.0,29.1761694016379,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,1.0,251.636
6350 onwind,,onwind,6350,60.94,92.6288,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,6551.14316920664,1.0,0.0,0.0,1.0,0.0,2255.73208377229,PQ,wind-onshore,0.0,10.7399321252541,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,1.0,92.6288
6351 onwind,,onwind,6351,47.07,71.5464,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1943.86967833884,1.0,0.0,0.0,1.0,0.0,761.395380281368,PQ,wind-onshore,0.0,8.2955137042289,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,1.0,71.5464
6354 onwind,,onwind,6354,727.93,1106.4536,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,29154.6151200177,1.0,0.0,0.0,1.0,0.0,9343.5979528494,PQ,wind-onshore,0.0,128.288788840436,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,1.0,1106.4536
6584 onwind,,onwind,6584,10.0,7.2,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1706.95655568383,1.0,0.0,0.0,1.0,0.0,501.147265459576,PQ,wind-onshore,0.0,0.565081291338836,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,7.2
