Generator,name,carrier,bus,p_nom_min,p_nom,p_nom_extendable,efficiency,marginal_cost,capital_cost,build_year,lifetime,source,p_nom_max,p_max_pu,min_up_time,min_down_time,up_time_before,down_time_before,weight,control,type,p_min_pu,p_set,q_set,sign,committable,start_up_cost,shut_down_cost,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,p_nom_opt,country,bidding_zone,in_synchronous_network,p_set_before_scaling
6857 solar,,solar,6857,2.4177880477134,2.4177880477134,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1600.63082482529,1.0,0.0,0.0,1.0,0.0,124.579327322892,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,1.0,0.0
6858 solar,,solar,6858,2.38867087484596,2.38867087484596,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1581.35459237494,1.0,0.0,0.0,1.0,0.0,126.094200878276,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,1.0,0.0
6859 solar,,solar,6859,9.53229460870169,9.53229460870169,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,6310.59641329341,1.0,0.0,0.0,1.0,0.0,525.19435722843,PQ,solar,0.0,4.93051737291743,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,1.0,9.53229460870169
6865 solar,,solar,6865,4.2864503360915,4.2864503360915,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,2837.72787425247,1.0,0.0,0.0,1.0,0.0,241.479069516031,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,1.0,0.0
6867 solar,,solar,6867,2.41212626208693,2.41212626208693,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1596.88259362452,1.0,0.0,0.0,1.0,0.0,129.561169063794,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,1.0,0.0
6868 solar,,solar,6868,3.01600854673515,3.01600854673515,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1996.66643749289,1.0,0.0,0.0,1.0,0.0,175.329291171324,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,1.0,0.0
6870 solar,,solar,6870,1.37490999475978,1.37490999475978,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,910.221771116037,1.0,0.0,0.0,1.0,0.0,76.6644399441372,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,1.0,0.0
6874 solar,,solar,6874,15.5955943295717,15.5955943295717,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,10324.6391010127,1.0,0.0,0.0,1.0,0.0,914.455240765107,PQ,solar,0.0,8.06671970804718,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,1.0,15.5955943295717
6938 solar,,solar,6938,3.25095229286467,3.25095229286467,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,2152.2045552822,1.0,0.0,0.0,1.0,0.0,159.776349836622,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,1.0,0.0
6940 solar,,solar,6940,10.1773963471281,10.1773963471281,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,6737.66847556549,1.0,0.0,0.0,1.0,0.0,269.288780851324,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_4,1.0,10.1773963471281
7061 solar,,solar,7061,7.37161454848422,7.37161454848422,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,4880.17693949369,1.0,0.0,0.0,1.0,0.0,431.851595957094,PQ,solar,0.0,3.81291966832136,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,1.0,7.37161454848422
5671 solar,,solar,5671,20.9680971523833,13.4195821775253,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,973.579556978353,1.0,0.0,0.0,1.0,0.0,112.562144573833,PQ,solar,0.0,6.28698508317016,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,1.0,13.4195821775253
5672 solar,,solar,5672,14.0688912193564,9.00409038038812,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,653.239289239025,1.0,0.0,0.0,1.0,0.0,76.063023176669,PQ,solar,0.0,4.21835651513966,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,1.0,9.00409038038812
5673 solar,,solar,5673,24.6338131894489,15.7656404412473,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1143.78413822569,1.0,0.0,0.0,1.0,0.0,136.746674799342,PQ,solar,0.0,7.38609779123722,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,1.0,15.7656404412473
6305 solar,,solar,6305,27.0708529166249,13.8061349874787,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1256.93947324153,1.0,0.0,0.0,1.0,0.0,141.13797097452,PQ,solar,0.0,1.52648348498854,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,13.8061349874787
6306 solar,,solar,6306,57.622945821907,29.3877023691726,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,2675.51803377176,1.0,0.0,0.0,1.0,0.0,301.941684933452,PQ,solar,0.0,3.24926870329643,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,29.3877023691726
6307 solar,,solar,6307,6.26331696106167,3.19429165014145,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,290.815008527005,1.0,0.0,0.0,1.0,0.0,31.8635277600445,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,0.0
6308 solar,,solar,6308,14.0546022728365,7.16784715914663,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,652.575832458877,1.0,0.0,0.0,1.0,0.0,73.8401144264203,PQ,solar,0.0,0.792517262889482,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,7.16784715914663
6309 solar,,solar,6309,13.277477769094,6.77151366223795,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,616.4928000038,1.0,0.0,0.0,1.0,0.0,68.1577592403042,PQ,solar,0.0,0.74869641526431,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,6.77151366223795
6311 solar,,solar,6311,11.9723776152103,6.10591258375727,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,555.895082414246,1.0,0.0,0.0,1.0,0.0,63.1037499582476,PQ,solar,0.0,0.675103838137345,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,6.10591258375727
6313 solar,,solar,6313,7.00922436104618,3.57470442413355,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,325.448584990631,1.0,0.0,0.0,1.0,0.0,35.0180210158396,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,0.0
6314 solar,,solar,6314,60.1694738104262,30.6864316433173,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,2793.75706962121,1.0,0.0,0.0,1.0,0.0,309.489214546537,PQ,solar,0.0,3.39286347404517,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,30.6864316433173
6315 solar,,solar,6315,30.8536565524435,15.7353648417462,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1432.5806037233,1.0,0.0,0.0,1.0,0.0,160.338434688869,PQ,solar,0.0,1.73978992549176,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,15.7353648417462
6316 solar,,solar,6316,26.0324563729946,13.2765527502272,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1208.72519611526,1.0,0.0,0.0,1.0,0.0,130.575359583562,PQ,solar,0.0,1.46792991153436,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,13.2765527502272
6335 solar,,solar,6335,61.2452839382993,39.1969817205115,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,2843.70851443167,1.0,0.0,0.0,1.0,0.0,320.311718228906,PQ,solar,0.0,18.363525490001,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,1.0,39.1969817205115
6337 solar,,solar,6337,12.7670523388324,8.17091349685277,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,592.792997363003,1.0,0.0,0.0,1.0,0.0,68.8116920150902,PQ,solar,0.0,3.82801868128358,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,1.0,8.17091349685277
6338 solar,,solar,6338,101.774465662707,65.1356580241322,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,4725.53796710848,1.0,0.0,0.0,1.0,0.0,540.691456044081,PQ,solar,0.0,30.5156229875786,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,1.0,65.1356580241322
6340 solar,,solar,6340,31.418490829422,16.0234303230052,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1458.8066890543,1.0,0.0,0.0,1.0,0.0,164.034120846508,PQ,solar,0.0,1.77164005589655,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,16.0234303230052
6341 solar,,solar,6341,52.2306846730465,26.6376491832537,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,2425.14742635484,1.0,0.0,0.0,1.0,0.0,270.715013328828,PQ,solar,0.0,2.94520744538808,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,26.6376491832537
6342 solar,,solar,6342,13.9229176830728,7.10068801836712,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,646.461523485995,1.0,0.0,0.0,1.0,0.0,69.8517963698915,PQ,solar,0.0,0.785091772746229,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,7.10068801836712
6343 solar,,solar,6343,20.3396776736149,10.3732356135436,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,944.401117309288,1.0,0.0,0.0,1.0,0.0,102.250418970944,PQ,solar,0.0,1.14692293421223,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,10.3732356135436
6345 solar,,solar,6345,12.5663026365277,6.4088143446291,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,583.471893744822,1.0,0.0,0.0,1.0,0.0,66.2470173742631,PQ,solar,0.0,0.708594350577224,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,6.4088143446291
6346 solar,,solar,6346,49.8927086361545,25.4452814044388,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,2316.59176402262,1.0,0.0,0.0,1.0,0.0,259.136681382054,PQ,solar,0.0,2.81337259631235,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,25.4452814044388
6349 solar,,solar,6349,17.4669555048374,11.1788515230959,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,811.016406428051,1.0,0.0,0.0,1.0,0.0,86.9680198423053,PQ,solar,0.0,5.23721766020277,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,1.0,11.1788515230959
6350 solar,,solar,6350,15.5966400019798,9.98184960126708,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,724.174909774893,1.0,0.0,0.0,1.0,0.0,83.8146383396381,PQ,solar,0.0,4.67643021335757,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,1.0,9.98184960126708
6351 solar,,solar,6351,9.6269354685576,6.16123869987687,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,446.992757636674,1.0,0.0,0.0,1.0,0.0,53.924892246137,PQ,solar,0.0,2.88649939227241,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,1.0,6.16123869987687
6354 solar,,solar,6354,49.5909069713458,31.7381804616613,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,2302.57866932049,1.0,0.0,0.0,1.0,0.0,268.917054096159,PQ,solar,0.0,14.8691266605607,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,1.0,31.7381804616613
6580 solar,,solar,6580,6.05657808421423,1.51414452105356,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,281.215818735553,1.0,0.0,0.0,1.0,0.0,31.1050441802065,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,1.0,0.0
6581 solar,,solar,6581,1.23754766655266,0.631149309941855,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,57.4611563550955,1.0,0.0,0.0,1.0,0.0,6.36697452214639,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,0.0
6582 solar,,solar,6582,0.772366392803623,0.393906860329848,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,35.8621063735986,1.0,0.0,0.0,1.0,0.0,3.99375517304855,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,0.0
6584 solar,,solar,6584,3.17824412909061,1.62090450583621,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,147.570544369467,1.0,0.0,0.0,1.0,0.0,16.4703810335189,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,0.0
6585 solar,,solar,6585,1.19018154893057,0.606992589954593,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,55.2618779239075,1.0,0.0,0.0,1.0,0.0,6.12239522032659,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,0.0
6586 solar,,solar,6586,4.52786673451399,2.30921203460213,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,210.235504796108,1.0,0.0,0.0,1.0,0.0,23.2538016143191,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,0.0
6589 solar,,solar,6589,3.81216566769575,1.94420449052483,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,177.004452760343,1.0,0.0,0.0,1.0,0.0,19.5796843359183,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,0.0
6592 solar,,solar,6592,19.9317552066002,10.1651951553661,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,925.460677848738,1.0,0.0,0.0,1.0,0.0,103.862084448133,PQ,solar,0.0,1.12392081784111,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,10.1651951553661
6593 solar,,solar,6593,23.5879733933173,12.0298664305918,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1095.22425995021,1.0,0.0,0.0,1.0,0.0,124.074750608499,PQ,solar,0.0,1.33008930084856,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,12.0298664305918
6595 solar,,solar,6595,20.8282706326445,10.6224180226487,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,967.087206234659,1.0,0.0,0.0,1.0,0.0,108.851491607956,PQ,solar,0.0,1.17447393473436,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,10.6224180226487
6596 solar,,solar,6596,9.92306802645673,5.06076469349293,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,460.742627375976,1.0,0.0,0.0,1.0,0.0,51.3817171338473,PQ,solar,0.0,0.559546443159964,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,5.06076469349293
6598 solar,,solar,6598,8.50142405681802,4.33572626897719,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,394.733609195493,1.0,0.0,0.0,1.0,0.0,45.2097861778105,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,0.0
6599 solar,,solar,6599,7.08912348108282,3.61545297535224,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,329.158418521204,1.0,0.0,0.0,1.0,0.0,37.5264687031822,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,0.0
6600 solar,,solar,6600,19.2630349952925,9.82414784759919,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,894.411015958296,1.0,0.0,0.0,1.0,0.0,103.573804147999,PQ,solar,0.0,1.08621272043527,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,9.82414784759919
6601 solar,,solar,6601,14.3816597104999,7.33464645235493,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,667.761589800265,1.0,0.0,0.0,1.0,0.0,77.4530901506914,PQ,solar,0.0,0.810959525450376,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,7.33464645235493
6603 solar,,solar,6603,7.44093638865904,3.79487755821611,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,345.493608701224,1.0,0.0,0.0,1.0,0.0,39.7987247142601,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,0.0
6604 solar,,solar,6604,7.88480608503507,4.02125110336789,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,366.103130834461,1.0,0.0,0.0,1.0,0.0,42.6937490412672,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,0.0
6606 solar,,solar,6606,3.94805540975206,2.01350825897355,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,183.314013132351,1.0,0.0,0.0,1.0,0.0,21.7242993679222,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,0.0
6607 solar,,solar,6607,2.94307263491796,1.50096704380816,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,136.651186382588,1.0,0.0,0.0,1.0,0.0,16.1340039058615,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,0.0
6609 solar,,solar,6609,1.06713174249399,0.544237188671934,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,49.5484946270742,1.0,0.0,0.0,1.0,0.0,5.86828361518509,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,0.0
6610 solar,,solar,6610,2.41840372146305,1.23338589794616,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,112.29003789069,1.0,0.0,0.0,1.0,0.0,12.5652497036385,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,0.0
6613 solar,,solar,6613,7.9996987050006,4.07984633955031,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,371.437763978957,1.0,0.0,0.0,1.0,0.0,42.219919286447,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,0.0
6614 solar,,solar,6614,3.81674932532988,1.94654215591824,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,177.217278718576,1.0,0.0,0.0,1.0,0.0,20.4749946726619,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,0.0
6630 solar,,solar,6630,53.2477663619857,27.1563608446127,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,2472.37202346215,1.0,0.0,0.0,1.0,0.0,273.804291779249,PQ,solar,0.0,3.0025591071858,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,27.1563608446127
6631 solar,,solar,6631,14.1717425666674,7.22758870900037,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,658.014828403208,1.0,0.0,0.0,1.0,0.0,71.0677215161185,PQ,solar,0.0,0.799122622702497,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,7.22758870900037
6632 solar,,solar,6632,10.5657303562882,5.38852248170696,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,490.582383545402,1.0,0.0,0.0,1.0,0.0,53.6394664017199,PQ,solar,0.0,0.595785176972058,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,5.38852248170696
6634 solar,,solar,6634,6.29707698359175,1.57426924589794,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,292.382535973084,1.0,0.0,0.0,1.0,0.0,32.0601213714701,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,1.0,0.0
6635 solar,,solar,6635,14.592422633603,7.44213554313755,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,677.547621971473,1.0,0.0,0.0,1.0,0.0,74.5118441349322,PQ,solar,0.0,0.822844120381898,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,7.44213554313755
6636 solar,,solar,6636,8.05182242354215,4.1064294360065,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,373.857944810672,1.0,0.0,0.0,1.0,0.0,41.3019311402349,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,0.0
6637 solar,,solar,6637,4.17498729170935,2.12924351877177,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,193.850793818486,1.0,0.0,0.0,1.0,0.0,21.070081939616,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,0.0
6638 solar,,solar,6638,16.5422343588527,8.4365395230149,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,768.080245025637,1.0,0.0,0.0,1.0,0.0,84.7003748602675,PQ,solar,0.0,0.932790984878467,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,8.4365395230149
6640 solar,,solar,6640,18.7060695949267,9.5400954934126,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,868.550294129332,1.0,0.0,0.0,1.0,0.0,96.3020975368048,PQ,solar,0.0,1.05480630380012,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,9.5400954934126
6642 solar,,solar,6642,20.5999535302579,10.5059763004316,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,956.486107728835,1.0,0.0,0.0,1.0,0.0,106.250446228215,PQ,solar,0.0,1.16159948681035,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,10.5059763004316
6643 solar,,solar,6643,31.7102825376998,16.1722440942269,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1472.35500676813,1.0,0.0,0.0,1.0,0.0,166.23878155397,PQ,solar,0.0,1.78809373857564,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,16.1722440942269
6644 solar,,solar,6644,31.9533966550629,16.2962322940821,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1483.643152419,1.0,0.0,0.0,1.0,0.0,166.803702333915,PQ,solar,0.0,1.8018025672655,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,16.2962322940821
6646 solar,,solar,6646,34.1073959171289,17.3947719177358,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1583.65650279855,1.0,0.0,0.0,1.0,0.0,182.813284069076,PQ,solar,0.0,1.92326325084086,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,17.3947719177358
6795 solar,,solar,6795,8.4713732428366,2.11784331070915,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,393.338305751873,1.0,0.0,0.0,1.0,0.0,24.7793963537946,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,1.0,0.0
6802 solar,,solar,6802,4.71660742470862,1.17915185617715,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,218.999012338451,1.0,0.0,0.0,1.0,0.0,22.4396459512441,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,1.0,0.0
6803 solar,,solar,6803,12.4704617942545,3.11761544856363,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,579.021862629333,1.0,0.0,0.0,1.0,0.0,60.6946849578834,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,1.0,0.0
6805 solar,,solar,6805,0.811207371091071,0.202801842772768,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,37.6655500603997,1.0,0.0,0.0,1.0,0.0,4.00203970510921,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,1.0,0.0
6806 solar,,solar,6806,3.4408993741074,0.860224843526849,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,159.76601328699,1.0,0.0,0.0,1.0,0.0,17.2427551554392,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,1.0,0.0
6807 solar,,solar,6807,2.80129173771836,0.70032293442959,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,130.06809102203,1.0,0.0,0.0,1.0,0.0,14.022908542901,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,1.0,0.0
6808 solar,,solar,6808,6.73717847425429,1.68429461856357,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,312.81709477882,1.0,0.0,0.0,1.0,0.0,34.3293851446791,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,1.0,0.0
6815 solar,,solar,6815,19.3906248451624,4.84765621129059,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,900.335200141938,1.0,0.0,0.0,1.0,0.0,74.0906305299667,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,1.0,0.0
6844 solar,,solar,6844,24.9742546559116,6.24356366397789,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1159.59133568795,1.0,0.0,0.0,1.0,0.0,111.323818484456,PQ,solar,0.0,0.155207279185441,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,1.0,6.24356366397789
6847 solar,,solar,6847,3.80677858629407,0.951694646573516,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,176.754322656198,1.0,0.0,0.0,1.0,0.0,17.3473638361456,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,1.0,0.0
6849 solar,,solar,6849,2.30699254728758,0.576748136821895,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,107.117053389144,1.0,0.0,0.0,1.0,0.0,11.045983276145,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,1.0,0.0
